movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
Rayæ,178,138,748,904,0,40000000,2004,876,7.7,1.85,0,110394
Sin Cityæ,147,436,175,3000,1,40000000,2005,472,8.1,1.85,13000,656640
Vantage Pointæ,90,38,882,2000,4,40000000,2008,897,6.6,2.35,0,127528
"I Love You, Manæ",105,29,257,24000,2,40000000,2009,4000,7.1,1.85,0,166194
Shallow Halæ,114,101,398,700,2,40000000,2001,655,5.9,1.85,0,109445
JFKæ,206,0,4,433,1,40000000,1991,256,8,2.35,0,113472
Big Momma's House 2æ,99,14,633,17000,0,40000000,2006,826,4.6,1.85,663,31968
The Mexicanæ,123,563,8000,24000,0,34000000,2001,11000,6.1,2.35,2000,87351
Unbrokenæ,137,11000,465,769,0,65000000,2014,698,7.2,2.35,35000,103589
17 Againæ,102,23,651,2000,1,20000000,2009,2000,6.4,2.35,0,146899
The Other Womanæ,109,415,119,982,2,40000000,2014,971,6,2.35,16000,104481
The Final Destinationæ,82,160,748,164000,0,40000000,2009,137000,5.2,2.35,0,75345
Bridge of Spiesæ,142,14000,423,15000,0,40000000,2015,535,7.6,2.35,55000,178118
Behind Enemy Linesæ,106,212,389,578,2,40000000,2001,563,6.4,2.35,0,86902
Get Him to the Greekæ,114,89,177,836,2,,2010,719,6.4,1.85,12000,147317
Shall We Danceæ,106,23,418,1000,2,50000000,2004,593,6.1,1.85,0,35508
Small Soldiersæ,108,287,823,4000,0,40000000,1998,835,6.1,2.35,0,77415
Spawnæ,98,20,968,2000,0,40000000,1997,2000,5.2,1.85,0,52805
The Count of Monte Cristoæ,131,58,720,15000,1,35000000,2002,1000,7.7,1.85,0,104991
The Lincoln Lawyeræ,118,65,638,11000,1,40000000,2011,980,7.3,2.35,25000,173848
Unknownæ,113,174,767,14000,3,30000000,2011,903,6.9,2.35,29000,210542
The Prestigeæ,130,22000,19000,23000,1,40000000,2006,20000,8.5,2.35,49000,844052
Horrible Bosses 2æ,116,51,465,18000,7,42000000,2014,11000,6.3,2.35,12000,114294
Escape from Planet Earthæ,89,7,91,3000,2,40000000,2013,190,5.9,2.35,0,20615
Apocalyptoæ,139,0,19,708,0,40000000,2006,78,7.8,1.85,14000,236000
The Living Daylightsæ,130,46,162,387,1,30000000,1987,244,6.7,2.35,0,69457
Predatorsæ,107,190,520,2000,0,40000000,2010,1000,6.4,2.35,17000,171418
Legal Eaglesæ,116,425,204,954,3,40000000,1986,568,5.9,2.35,263,7900
Secret Windowæ,96,192,501,40000,1,40000000,2004,534,6.6,2.35,0,147504
The Lake Houseæ,99,18,211,18000,0,40000000,2006,426,6.8,2.35,0,114321
The Skeleton Keyæ,104,34,280,545,0,43000000,2005,351,6.5,2.35,0,87447
The Odd Life of Timothy Greenæ,105,54,988,3000,0,25000000,2012,2000,6.6,1.85,11000,37398
Made of Honoræ,101,10,681,1000,2,40000000,2008,689,5.8,2.35,3000,54421
Jersey Boysæ,134,16000,235,880,1,40000000,2014,413,6.9,2.35,16000,25465
The Rainmakeræ,135,0,913,13000,1,40000000,1997,936,7.1,2.35,0,46221
Gothikaæ,98,326,416,21000,1,40000000,2003,534,5.8,1.85,0,89557
Amistadæ,155,14000,11000,12000,2,36000000,1997,11000,7.2,1.85,0,56509
Medicine Manæ,106,323,0,472,2,40000000,1992,47,6,2.35,694,17443
Aliens vs. Predator: Requiemæ,102,25,473,1000,0,40000000,2007,741,4.7,2.35,0,92789
Ri¢hie Ri¢hæ,95,80,287,3000,1,40000000,1994,450,5.2,1.85,0,49612
Autumn in New Yorkæ,103,643,586,24000,2,40000000,2000,1000,5.5,1.85,0,20201
Music and Lyricsæ,95,30,664,799,4,,2007,690,6.5,1.85,0,81334
Paulæ,109,99,57,176,0,40000000,2011,61,7,2.35,42000,192462
The Guilt Tripæ,95,98,78,405,1,40000000,2012,358,5.8,2.35,0,30394
Scream 4æ,111,0,687,2000,0,40000000,2011,741,6.2,2.35,26000,104119
8MMæ,123,541,173,12000,1,40000000,1999,638,6.5,2.35,0,104564
The Doorsæ,140,0,552,720,1,38000000,1991,576,7.2,2.35,0,68159
Sex Tapeæ,94,52,214,683,2,40000000,2014,392,5.1,1.85,0,84382
Hanging Upæ,94,0,235,374,3,60000000,2000,258,4.7,1.85,390,10132
Final Destination 5æ,92,77,495,703,0,40000000,2011,682,5.9,2.35,20000,83788
Mickey Blue Eyesæ,102,6,584,711,1,40000000,1999,683,5.8,1.85,445,29968
Pay It Forwardæ,123,75,754,18000,2,40000000,2000,3000,7.2,1.85,16000,95860
Fever Pitchæ,104,101,223,787,1,30000000,2005,299,6.2,2.35,0,36223
Arthuræ            ,30,,12,51,0,,,21,7.4,1.33,301,8495
Drillbit Tayloræ,102,65,490,1000,1,40000000,2008,613,5.7,2.35,702,50199
A Million Ways to Die in the Westæ,136,3000,3000,14000,3,40000000,2014,9000,6.1,2.35,24000,136093
The Shadowæ,93,85,510,924,0,25000000,1994,595,6,1.85,0,18723
Extremely Loud & Incredibly Closeæ,129,335,64,15000,1,40000000,2011,467,6.9,2.35,39000,81298
Morning Gloryæ,107,50,58,293,0,40000000,2010,117,6.5,2.35,0,58871
Get Rich or Die Tryin'æ,117,260,441,1000,0,40000000,2005,1000,5,2.35,0,35834
The Art of Waræ,116,18,249,2000,0,40000000,2000,1000,5.7,2.35,470,25346
Rentæ,135,0,715,3000,1,40000000,2005,1000,7,2.35,3000,41685
Bless the Childæ,107,55,294,3000,0,40000000,2000,941,5.1,2.35,394,12093
The Out-of-Townersæ,90,39,210,607,2,40000000,1999,322,5.3,1.85,279,10446
The Island of Dr. Moreauæ,99,287,44,10000,2,40000000,1996,368,4.4,2.35,0,26051
The Musketeeræ,104,0,327,964,0,40000000,2001,931,4.7,2.35,299,12856
The Other Boleyn Girlæ,115,56,19000,20000,3,35000000,2008,19000,6.7,1.85,0,84357
Sweet Novemberæ,119,7,903,18000,1,40000000,2001,9000,6.7,1.85,8000,70292
The Reapingæ,99,81,135,327,0,40000000,2007,253,5.7,2.35,0,37412
Mean Streetsæ,112,17000,354,22000,0,500000,1973,926,7.4,1.85,0,67797
Renaissance Manæ,128,545,353,783,1,40000000,1994,754,6.1,1.85,680,13830
Colombianaæ,112,118,674,877,0,40000000,2011,738,6.4,2.35,15000,76498
The Magic Sword: Quest for Camelotæ,86,7,795,10000,0,40000000,1998,908,6.2,1.85,0,11156
City by the Seaæ,108,105,616,22000,1,60000000,2002,11000,6.2,2.35,416,21319
At First Sightæ,128,34,685,978,1,60000000,1999,886,5.9,1.85,0,11232
Torqueæ,84,33,1000,1000,0,40000000,2004,1000,4,2.35,0,23747
City Hallæ,111,17,889,14000,2,40000000,1996,940,6.2,1.85,309,16741
Showgirlsæ,131,719,683,16000,0,45000000,1995,893,4.6,2.35,0,49874
Marie Antoinetteæ,123,0,826,4000,1,40000000,2006,887,6.4,1.85,0,79892
Kiss of Deathæ,101,58,497,12000,3,40000000,1995,975,5.9,1.85,555,14226
Get Carteræ,102,19,351,13000,1,40000000,2000,530,5.1,2.35,604,27305
The Impossibleæ,114,171,284,6000,0,45000000,2012,382,7.6,2.35,54000,145270
Ishtaræ,107,124,572,636,2,51000000,1987,631,4.2,1.85,754,8692
Fantastic Mr. Foxæ,87,0,563,13000,0,40000000,2009,11000,7.8,1.85,15000,139114
Life or Something Like Itæ,103,65,311,11000,2,40000000,2002,944,5.8,2.35,835,19364
Memoirs of an Invisible Manæ,99,0,402,782,2,40000000,1992,658,5.9,2.35,630,17365
Am_lieæ,122,0,54,326,0,77000000,2001,326,8.4,2.35,39000,534262
New York Minuteæ,91,29,762,976,1,30000000,2004,799,4.8,1.85,849,17722
Alfieæ,103,14,624,865,4,60000000,2004,826,6.2,1.85,0,43442
Big Miracleæ,107,42,171,875,3,40000000,2012,596,6.5,2.35,0,15231
The Deep End of the Oceanæ,106,22,613,2000,1,40000000,1999,642,6.3,1.85,579,10413
Feardotcomæ,101,37,595,2000,1,42000000,2002,886,3.3,2.35,612,17309
Cirque du Freak: The Vampire's Assistantæ,109,80,835,14000,3,40000000,2009,4000,5.9,2.35,0,35990
Victor Frankensteinæ,110,118,287,11000,2,40000000,2015,1000,6,2.35,11000,28618
Duplexæ,89,0,500,1000,0,40000000,2003,627,5.8,1.85,0,46205
Soul Menæ,100,92,706,1000,2,,2008,760,6.5,2.35,866,7794
Raise the Titanicæ,119,5,249,521,0,36000000,1980,372,4.7,2.35,328,2933
Universal Soldier: The Returnæ,83,7,485,2000,0,24000000,1999,577,4.1,1.85,401,24216
Pandorumæ,108,22,61,12000,0,33000000,2009,2000,6.8,2.35,10000,121432
Impostoræ,102,39,259,1000,4,40000000,2001,1000,6.2,1.85,892,19986
Extreme Opsæ,93,18,443,3000,0,40000000,2002,545,4.5,2.35,158,4821
Just Visitingæ,84,8,219,545,3,40000000,2001,248,5.8,2.35,565,15130
Sunshineæ,107,0,167,11000,0,26000000,2007,372,7.3,2.35,15000,190132
A Thousand Wordsæ,91,48,39,61,8,40000000,2012,46,5.9,2.35,0,30842
Delgoæ,94,0,379,795,1,40000000,2008,754,4.4,1.85,211,2458
The Gunmanæ,115,180,87,1000,0,40000000,2015,535,5.8,2.35,0,28429
Alex Rider: Operation Stormbreakeræ,93,13,173,15000,3,40000000,2006,460,5.1,2.35,823,20201
Disturbiaæ,105,154,502,884,0,20000000,2007,617,6.9,1.85,0,186982
Hackersæ,107,34,472,11000,1,20000000,1995,922,6.2,2.35,12000,54650
The Hunting Partyæ,101,47,2,499,2,25000000,2007,3,6.9,2.35,0,22010
The Hudsucker Proxyæ,111,0,385,1000,2,30000000,1994,970,7.3,1.85,0,65474
The Warlordsæ,113,31,483,5000,2,40000000,2007,755,7.1,2.35,0,22897
Nomad: The Warrioræ,112,44,533,1000,0,25000000,2005,580,6,2.35,265,3322
Snowpierceræ,126,584,398,11000,5,39200000,2013,557,7,1.85,58000,181472
A Monster in Parisæ,90,10,541,1000,0,25000000,2011,559,6.8,1.85,0,15790
The Last Shotæ,93,23,596,2000,10,,2004,894,5.7,1.85,89,3789
The Crowæ,98,295,380,720,0,23000000,1994,581,7.6,1.85,15000,136580
Baahubali: The Beginningæ,159,50,72,218,1,18026148,2015,133,8.4,1.85,21000,62756
The Time Traveler's Wifeæ,107,124,100,152,1,39000000,2009,142,7.1,2.35,13000,114925
Because I Said Soæ,102,36,433,747,1,,2007,452,5.6,1.85,0,32412
The Fast and the Furiousæ,106,357,4000,23000,2,38000000,2001,14000,6.7,2.35,14000,272227
Frankenweenieæ,87,13000,787,940,0,39000000,2012,925,7,1.85,25000,73886
Serenityæ,119,0,279,2000,0,40000000,2005,505,8,2.35,14000,242599
Against the Ropesæ,110,534,511,865,2,39000000,2004,534,5.3,2.35,177,5917
Superman IIIæ,125,44,420,593,1,39000000,1983,542,4.9,2.35,0,49934
Grudge Matchæ,113,88,785,22000,1,40000000,2013,13000,6.4,1.85,12000,46480
Red Cliffæ,150,610,478,755,4,553632000,2008,643,7.4,2.35,0,36894
Sweet Home Alabamaæ,108,72,559,982,1,38000000,2002,935,6.1,2.35,0,83786
The Ugly Truthæ,96,126,954,18000,2,38000000,2009,957,6.5,2.35,9000,163665
Sgt. Bilkoæ,93,36,275,592,2,39000000,1996,516,5.7,2.35,478,17810
Spy Kids 2: Island of Lost Dreamsæ,100,0,1000,12000,1,38000000,2002,2000,5.1,1.85,478,44885
Star Trek: Generationsæ,118,18,906,1000,0,35000000,1994,946,6.6,2.35,0,60504
The Grandmasteræ,122,0,7,643,1,38600000,2013,290,6.5,2.35,13000,24557
Water for Elephantsæ,120,508,1000,21000,1,38000000,2011,11000,6.9,2.35,33000,95367
3rd Rock from the Sunæ            ,60,,501,23000,4,,,967,7.8,1.33,0,38383
Dragon Nest: Warriors' Dawnæ,88,0,46,76,0,40000000,2014,47,6.4,,0,2169
The Hurricaneæ,146,278,494,18000,0,38000000,1999,584,7.6,1.85,0,76016
Enoughæ,115,150,789,970,1,38000000,2002,919,5.6,2.35,0,30667
Heartbreakersæ,123,7,692,931,3,35000000,2001,754,6.2,2.35,989,44168
Paul Blart: Mall Cop 2æ,94,99,377,598,1,30000000,2015,557,4.4,1.85,8000,23473
Angel Eyesæ,102,43,280,308,0,38000000,2001,285,5.6,1.85,689,19686
Joe Somebodyæ,98,11,466,854,1,38000000,2001,543,5.5,1.85,168,8433
The Ninth Gateæ,133,2000,541,40000,1,38000000,1999,903,6.7,2.35,0,137722
Extreme Measuresæ,118,150,182,24000,0,38000000,1996,210,6.1,2.35,352,14066
Rock Staræ,105,65,108,628,0,57000000,2001,316,6.2,2.35,0,34592
Preciousæ,109,304,736,940,0,10000000,2009,906,7.3,1.85,12000,86955
White Squallæ,129,0,982,12000,4,38000000,1996,1000,6.6,2.35,911,17859
The Thingæ,109,0,145,957,0,15000000,1982,163,8.2,2.35,23000,258078
Riddickæ,127,123,904,14000,0,38000000,2013,924,6.4,2.35,39000,125305
Switchbackæ,118,11,12,37,1,37000000,1997,12,6.4,2.35,389,9740
Texas Rangersæ,110,49,427,1000,2,38000000,2001,569,5.2,2.35,474,4757
City of Emberæ,90,27,260,13000,0,55000000,2008,2000,6.5,2.35,0,52908
The Masteræ,144,0,15,378,31,32000000,2012,18,7.1,1.85,27000,105144
Virgin Territoryæ,97,2,217,4000,2,38000000,2007,476,4.8,1.85,366,6691
The Expressæ,130,39,534,2000,0,40000000,2008,898,7.3,2.35,0,16673
The 5th Waveæ,112,5,724,17000,0,38000000,2016,1000,5.2,2.35,14000,55617
Creedæ,133,0,531,13000,1,35000000,2015,597,7.7,2.35,70000,146708
The Townæ,150,0,206,10000,7,37000000,2010,4000,7.6,2.35,29000,280228
What to Expect When You're Expectingæ,110,52,651,10000,12,40000000,2012,2000,5.7,2.35,14000,57266
Burn After Readingæ,96,1000,681,24000,0,37000000,2008,11000,7,1.85,0,248468
Nim's Islandæ,96,3,35,18000,3,37000000,2008,82,6,2.35,0,28109
Rushæ,123,2000,471,26000,0,38000000,2013,10000,8.1,2.35,83000,312629
Magnoliaæ,188,0,272,786,1,37000000,1999,625,8,2.35,13000,241030
Cop Outæ,107,0,574,13000,2,37000000,2010,642,5.6,2.35,0,75347
How to Be Singleæ,110,11,591,2000,4,38000000,2016,756,6.1,2.35,15000,39440
Dolphin Taleæ,113,188,631,11000,5,37000000,2011,680,6.9,1.85,0,17948
Twilightæ,122,308,10000,17000,1,37000000,2008,12000,5.2,2.35,19000,348007
John Qæ,116,415,644,18000,1,36000000,2002,669,7,1.85,0,98899
Blue Streakæ,93,10,405,789,1,65000000,1999,744,6.3,1.85,0,60572
We're the Millersæ,118,43,651,740,4,37000000,2013,707,7,2.35,35000,316671
Obitaemyy ostrovæ,115,35,30,463,0,29500000,2009,35,5.3,,240,4387
Breakdownæ,93,84,263,551,0,36000000,1997,284,6.9,2.35,0,38399
Never Say Never Againæ,121,883,133,180,3,36000000,1983,172,6.2,2.35,0,48636
Hot Tub Time Machineæ,101,38,318,496,8,36000000,2010,390,6.4,1.85,12000,139184
Dolphin Tale 2æ,107,188,631,11000,0,36000000,2014,641,6.4,1.85,0,6069
Reindeer Gamesæ,124,287,475,9000,0,34000000,2000,1000,5.7,2.35,852,31113
A Man Apartæ,109,473,582,14000,0,36000000,2003,919,6.1,2.35,0,38348
Alohaæ,105,488,13000,15000,1,37000000,2015,14000,5.4,1.85,11000,39778
Ghosts of Mississippiæ,130,0,723,2000,0,36000000,1996,912,6.7,1.85,591,8531
Snow Falling on Cedarsæ,127,96,577,746,1,36000000,1999,602,6.8,2.35,846,12375
The Riteæ,114,101,2000,12000,1,37000000,2011,3000,6,2.35,23000,75864
Gattacaæ,106,487,263,685,2,36000000,1997,485,7.8,2.35,17000,220591
Isn't She Greatæ,95,31,450,944,0,36000000,2000,886,5.3,1.85,133,1977
Space Chimpsæ,81,16,387,541,0,37000000,2008,521,4.5,2.35,279,8860
Head of Stateæ,95,0,642,1000,1,35200000,2003,812,5.4,1.85,638,15046
The Hangoveræ,108,480,706,14000,3,35000000,2009,839,7.8,2.35,24000,583341
Ip Man 3æ,105,25,51,461,0,36000000,2015,79,7.2,2.35,12000,21912
Austin Powers: The Spy Who Shagged Meæ,95,116,481,45000,1,33000000,1999,645,6.6,2.35,0,181225
Batmanæ,126,13000,488,920,0,35000000,1989,549,7.6,1.85,12000,269033
There Be Dragonsæ,102,596,785,877,0,36000000,2011,794,5.9,2.35,2000,3865
Lethal Weapon 3æ,121,503,94,808,2,35000000,1992,277,6.7,2.35,0,128010
The Blind Sideæ,129,102,624,768,0,29000000,2009,734,7.7,1.85,38000,223127
Rush Houræ            ,43,,452,778,2,,,618,5.8,16,0,2185
Spy Kidsæ,88,0,640,2000,0,35000000,2001,843,5.4,1.85,0,84325
Horrible Bossesæ,106,91,64,18000,5,35000000,2011,464,6.9,2.35,31000,353442
True Gritæ,110,1000,538,13000,0,38000000,2010,12000,7.7,2.35,36000,240962
The Devil Wears Pradaæ,109,64,505,11000,0,35000000,2006,11000,6.8,2.35,0,286178
Star Trek: The Motion Pictureæ,143,338,643,12000,2,35000000,1979,664,6.4,2.35,0,63330
Identity Thiefæ,120,91,680,4000,2,35000000,2013,904,5.7,2.35,17000,97664
Cape Fearæ,128,17000,387,22000,0,35000000,1991,1000,7.3,2.35,0,127503
21æ,123,126,1000,18000,2,35000000,2008,5000,6.8,2.35,0,191470
Trainwreckæ,129,0,213,492,1,35000000,2015,392,6.3,2.35,25000,94241
Guess Whoæ,105,8,278,1000,2,35000000,2005,358,5.9,1.85,919,33887
The English Patientæ,162,333,362,14000,0,27000000,1996,1000,7.4,1.85,0,142067
L.A. Confidentialæ,138,161,210,18000,2,35000000,1997,398,8.3,2.35,11000,414219
Sky Highæ,100,31,591,947,3,35000000,2005,742,6.2,2.35,0,61321
In & Outæ,90,0,945,19000,0,35000000,1997,957,6.3,1.85,0,32416
Speciesæ,108,79,25,900,0,35000000,1995,759,5.8,2.35,0,61018
A Nightmare on Elm Streetæ,101,0,574,40000,1,1800000,1984,852,7.5,1.85,10000,149285
The Cellæ,109,763,311,812,1,33000000,2000,551,6.3,2.35,0,79877
The Man in the Iron Maskæ,132,130,80,29000,1,35000000,1998,130,6.4,1.85,0,125219
Secretariatæ,123,130,426,826,0,35000000,2010,638,7.2,2.35,0,20827
TMNTæ,87,14,691,11000,0,34000000,2007,4000,6.3,2.35,0,53786
Radioæ,109,19,568,1000,1,35000000,2003,762,6.9,1.85,0,32370
Friends with Benefitsæ,109,87,923,15000,2,35000000,2011,3000,6.6,2.35,41000,270228
Neighbors 2: Sorority Risingæ,92,89,190,17000,0,35000000,2016,329,6,2.35,0,28041
Saving Mr. Banksæ,125,102,825,15000,2,35000000,2013,2000,7.5,2.35,39000,117719
Malcolm Xæ,202,0,318,18000,0,33000000,1992,848,7.7,1.85,0,63923
This Is 40æ,134,0,120,529,2,35000000,2012,130,6.2,2.35,18000,104005
Old Dogsæ,88,12,931,49000,2,35000000,2009,1000,5.4,1.85,0,31191
Underworld: Rise of the Lycansæ,92,148,227,978,1,35000000,2009,593,6.6,2.35,0,119974
License to Wedæ,91,42,766,49000,3,35000000,2007,838,5.3,2.35,913,32157
The Benchwarmersæ,75,221,553,11000,2,33000000,2006,970,5.6,1.85,0,40651
Must Love Dogsæ,98,30,664,944,2,30000000,2005,940,5.9,2.35,0,25883
Donnie Brascoæ,147,179,646,40000,2,35000000,1997,14000,7.8,2.35,0,225122
Resident Evilæ,100,545,766,14000,0,33000000,2002,2000,6.7,1.85,0,198701
Poltergeistæ,120,365,723,887,0,10700000,1982,770,7.4,2.35,11000,105446
The Ladykillersæ,104,1000,939,24000,1,35000000,2004,15000,6.2,1.85,0,84131
Max Payneæ,103,212,248,15000,1,35000000,2008,552,5.4,2.35,0,107772
In Timeæ,109,487,3000,20000,2,40000000,2011,10000,6.7,2.35,52000,304318
The Back-up Planæ,104,16,584,1000,0,35000000,2010,700,5.3,2.35,0,40654
Something Borrowedæ,112,42,196,969,4,35000000,2011,826,5.9,1.85,13000,48019
Hit the Flooræ            ,60,,628,897,4,,,637,7,,265,1641
Black Knightæ,95,19,447,1000,1,50000000,2001,691,4.8,2.35,0,30771
The Bad News Bearsæ,102,23,57,288,1,,1976,257,7.3,1.85,0,16323
Street Fighteræ,102,133,690,2000,1,35000000,1994,1000,3.8,2.35,0,53115
The Pianistæ,150,2000,95,396,0,35000000,2002,338,8.5,1.85,21000,497946
From Hellæ,122,117,140,40000,1,35000000,2001,1000,6.8,2.35,0,124765
The Nativity Storyæ,101,308,206,446,0,30000000,2006,224,6.8,2.35,0,8143
House of Waxæ,108,174,324,730,0,30000000,2005,716,5.3,1.85,0,94456
Closeræ,98,0,23,20000,2,27000000,2004,8000,7.3,1.85,12000,168314
J. Edgaræ,137,16000,363,29000,0,35000000,2011,6000,6.6,2.35,16000,102728
Mirrorsæ,112,192,844,1000,0,35000000,2008,915,6.2,2.35,5000,86205
Queen of the Damnedæ,101,48,531,775,2,35000000,2002,541,5.2,2.35,0,43991
Predator 2æ,103,81,636,2000,0,35000000,1990,683,6.2,1.37,0,105478
Untraceableæ,101,40,398,2000,1,35000000,2008,648,6.2,2.35,0,40964
Blast from the Pastæ,112,37,480,3000,0,35000000,1999,874,6.6,2.35,0,48621
Flash Gordonæ,111,24,455,591,1,20000000,1980,488,6.4,2.35,12000,38017
Jersey Girlæ,102,0,769,939,5,35000000,2004,854,6.2,2.35,0,54346
Alex Crossæ,101,357,374,907,0,35000000,2012,445,5.1,2.35,11000,28257
Midnight in the Garden of Good and Evilæ,155,16000,229,18000,2,30000000,1997,461,6.6,1.85,0,31751
Heistæ,93,8,558,22000,1,19000000,2015,1000,6.1,2.35,0,16193
Nanny McPhee Returnsæ,109,24,167,287,5,35000000,2010,175,6.1,2.35,0,19230
Hoffaæ,140,0,210,436,2,35000000,1992,263,6.6,2.35,949,17124
The X Files: I Want to Believeæ,108,251,296,826,0,30000000,2008,716,5.9,2.35,0,78256
Ella Enchantedæ,96,13,973,11000,1,35000000,2004,1000,6.3,1.85,0,47800
Concussionæ,123,15,745,10000,0,35000000,2015,979,7.1,2.35,23000,44788
Abductionæ,106,309,63,327,1,35000000,2011,73,5,2.35,13000,65044
Valiantæ,76,2,72,1000,0,35000000,2005,766,5.6,1.85,538,15788
Wonder Boysæ,107,161,549,21000,5,55000000,2000,826,7.4,2.35,0,54643
Superhero Movieæ,82,82,418,1000,6,35000000,2008,642,4.5,1.85,0,52052
Broken Cityæ,109,90,344,1000,3,35000000,2013,412,6.2,2.35,0,63548
Cursedæ,99,0,520,1000,0,35000000,2005,573,5,2.35,0,26126
Premium Rushæ,91,192,346,23000,0,35000000,2012,1000,6.5,2.35,20000,95274
Hot Pursuitæ,87,98,253,472,2,35000000,2015,328,5.1,2.35,0,34948
The Four Feathersæ,125,159,39,3000,2,35000000,2002,61,6.5,2.35,0,28130
Parkeræ,118,138,458,26000,0,35000000,2013,968,6.2,2.35,17000,90046
Wimbledonæ,98,12,663,4000,1,31000000,2004,4000,6.3,2.35,0,51842
Furry Vengeanceæ,92,16,734,3000,1,35000000,2010,1000,3.8,1.85,0,12399
Baitæ,93,0,174,465,1,30000000,2012,351,5.2,1.85,0,11482
Krullæ,116,170,136,14000,1,27000000,1983,192,6,2.35,0,23351
Lions for Lambsæ,92,0,10000,11000,3,35000000,2007,10000,6.2,2.35,0,41170
Flight of the Intruderæ,115,468,150,605,3,35000000,1991,367,5.7,2.35,452,4795
Walk Hard: The Dewey Cox Storyæ,120,52,134,553,1,35000000,2007,214,6.7,2.35,0,55630
The Shipping Newsæ,111,529,505,18000,3,35000000,2001,826,6.8,2.35,0,28542
American Outlawsæ,94,10,141,694,2,35000000,2001,605,6,1.85,433,12077
The Young Victoriaæ,100,212,919,2000,1,35000000,2009,1000,7.3,2.35,0,44931
Whiteoutæ,101,57,230,1000,1,35000000,2009,603,5.5,2.35,0,31918
The Tree of Lifeæ,139,0,687,11000,0,32000000,2011,1000,6.7,1.85,39000,136367
Knock Offæ,91,85,105,635,0,35000000,1998,316,4.8,2.35,471,11512
Sabotageæ,109,453,120,1000,3,35000000,2014,206,5.7,1.85,10000,47498
The Orderæ,102,241,127,13000,1,38000000,2003,891,5.1,1.85,704,14962
Punisher: War Zoneæ,103,189,766,3000,1,35000000,2008,967,6,2.35,0,48999
Zoomæ,83,12,690,2000,5,35000000,2006,826,4.2,1.85,494,15015
The Walkæ,123,0,6,23000,0,35000000,2015,22,7.4,2.35,24000,77394
Warriors of Virtueæ,101,31,448,690,0,35000000,1997,457,4.6,2.35,0,2189
A Good Yearæ,117,0,567,883,1,35000000,2006,883,6.9,2.35,9000,70698
Lutheræ            ,60,,256,2000,1,,,729,8.6,16,20000,70568
Radio Flyeræ,114,503,697,2000,3,35000000,1992,864,6.9,2.35,892,10410
"Blood In, Blood Outæ",330,138,672,848,2,35000000,1993,674,8,1.66,6000,23181
Smilla's Sense of Snowæ,121,55,918,1000,1,35000000,1997,1000,6.4,2.35,561,11747
Femme Fataleæ,114,0,115,548,1,35000000,2002,298,6.3,1.85,675,28584
Lion of the Desertæ,156,278,249,695,0,35000000,1980,279,8.4,2.35,0,9852
The Horseman on the Roofæ,135,22,45,837,1,,1995,541,7.1,2.35,262,4885
Ride with the Devilæ,148,0,0,3,0,35000000,1999,2,6.8,2.35,633,11101
Biutifulæ,148,0,7,30,0,,2010,9,7.5,2.35,29000,68885
The Loversæ,109,596,282,621,3,,2015,525,4.5,,677,2138
Bandidasæ,93,18,324,4000,2,32000000,2006,820,5.7,2.35,0,28848
Black Water Transitæ,,194,816,970,0,23000000,2009,856,7.2,,26,219
